,city,state,stores
1226,florahome,fl,1
1227,floral-city,fl,1
1228,florida-city,fl,1
1229,fort-lauderdale,fl,1
1230,fort-mccoy,fl,1
1231,fort-meade,fl,1
1232,fort-myers,fl,12
1233,fort-pierce,fl,4
1234,fort-walton-beach,fl,2
1235,fort-white,fl,1
1236,fountain,fl,2
1237,freeport,fl,3
1238,frostproof,fl,2
1239,fruitland-park,fl,1
1240,gainesville,fl,8
1241,gibsonton,fl,1
1242,glen-saint-mary,fl,2
1243,graceville,fl,2
1244,grand-ridge,fl,1
1245,green-cove-springs,fl,4
1246,greenacres,fl,1
1247,greensboro,fl,1
1248,greenville,fl,2
1249,greenwood,fl,2
1250,gretna,fl,1
1251,groveland,fl,1
1252,gulf-breeze,fl,3
1253,gulfport,fl,1
1254,haines-city,fl,5
1255,hallandale,fl,1
1256,hampton,fl,1
1257,hastings,fl,2
1258,havana,fl,3
1259,hawthorne,fl,2
1260,hernando,fl,4
1261,hernando-beach,fl,1
1262,hialeah,fl,5
1263,high-springs,fl,3
1264,hilliard,fl,1
1265,hobe-sound,fl,1
1266,holiday,fl,2
1267,holly-hill,fl,1
1268,hollywood,fl,3
1269,holt,fl,1
1270,homestead,fl,1
1271,homosassa,fl,2
1272,hosford,fl,1
1273,howey-in-the-hills,fl,1
1274,hudson,fl,6
1275,immokalee,fl,2
1276,indialantic,fl,1
1277,indian-harbour-beach,fl,1
1278,indiantown,fl,1
1279,inglis,fl,1
1280,interlachen,fl,2
1281,inverness,fl,2
1282,jacksonville,fl,47
1283,jacksonville-beach,fl,1
1284,jasper,fl,1
1285,jay,fl,1
1286,keystone-heights,fl,2
1287,kissimmee,fl,8
1288,labelle,fl,2
1289,lady-lake,fl,1
1290,lake-alfred,fl,1
1291,lake-butler,fl,2
1292,lake-city,fl,15
1293,lake-hamilton,fl,1
1294,lake-panasoffkee,fl,1
1295,lake-placid,fl,4
1296,lake-wales,fl,4
1297,lake-worth,fl,3
1298,lakeland,fl,16
1299,land-o-lakes,fl,1
1300,lantana,fl,1
1301,largo,fl,3
1302,lauderdale-lakes,fl,1
1303,lauderhill,fl,1
1304,laurel-hill,fl,2
1305,lawtey,fl,1
1306,lecanto,fl,1
1307,leesburg,fl,6
1308,lehigh-acres,fl,6
1309,live-oak,fl,5
1310,longwood,fl,2
1311,lutz,fl,2
1312,lynn-haven,fl,1
1313,macclenny,fl,3
1314,madison,fl,1
1315,malone,fl,1
1316,marco-island,fl,1
1317,margate,fl,2
1318,marianna,fl,4
1319,mary-esther,fl,2
1320,masaryktown,fl,1
1321,mascotte,fl,1
1322,mayo,fl,1
1323,mc-david,fl,1
1324,mcalpin,fl,1
1325,mcdavid,fl,1
1326,mcintosh,fl,1
1327,melbourne,fl,9
1328,melrose,fl,2
1329,merritt-island,fl,3
1330,miami,fl,10
1331,miami-gardens,fl,1
1332,micco,fl,1
1333,middleburg,fl,5
1334,midway,fl,1
1335,milton,fl,12
1336,mims,fl,3
1337,minneola,fl,1
1338,miramar,fl,1
1339,miramar-beach,fl,1
1340,molino,fl,2
1341,monticello,fl,4
1342,moore-haven,fl,2
1343,morriston,fl,1
1344,mount-dora,fl,2
1345,mulberry,fl,3
1346,myakka-city,fl,1
1347,naples,fl,3
1348,naranja,fl,1
1349,navarre,fl,4
1350,new-port-richey,fl,11
1351,new-smyrna-beach,fl,4
1352,newberry,fl,2
1353,niceville,fl,2
1354,nocatee,fl,1
1355,nokomis,fl,1
1356,north-fort-myers,fl,5
1357,north-miami,fl,1
1358,north-port,fl,3
1359,oak-hill,fl,1
1360,oakland-park,fl,1
1361,obrien,fl,1
1362,ocala,fl,24
1363,ocklawaha,fl,2
1364,ocoee,fl,1
1365,okeechobee,fl,6
1366,old-town,fl,2
1367,opa-locka,fl,1
1368,orange-city,fl,2
1369,orange-park,fl,4
1370,orange-springs,fl,1
1371,orlando,fl,18
1372,ormond-beach,fl,3
1373,osteen,fl,1
1374,oviedo,fl,2
1375,pace,fl,4
1376,pahokee,fl,1
1377,paisley,fl,1
1378,palatka,fl,6
1379,palm-bay,fl,11
1380,palm-coast,fl,4
1381,palmetto,fl,4
1382,panacea,fl,1
1383,panama-city,fl,19
1384,panama-city-beach,fl,8
1385,parrish,fl,1
1386,pembroke-park,fl,1
1387,pembroke-pines,fl,2
1388,pensacola,fl,28
1389,perry,fl,3
1390,pierson,fl,1
1391,pinellas-park,fl,3
1392,pinetta,fl,1
1393,plant-city,fl,7
1394,poinciana,fl,2
1395,polk-city,fl,1
1396,pomona-park,fl,1
1397,pompano-beach,fl,2
1398,ponce-de-leon,fl,1
1399,port-charlotte,fl,2
1400,port-orange,fl,2
1401,port-richey,fl,3
1402,port-saint-joe,fl,3
1403,port-saint-lucie,fl,4
1404,punta-gorda,fl,3
1405,quincy,fl,4
1406,raiford,fl,1
1407,reddick,fl,2
1408,riverview,fl,4
1409,riviera-beach,fl,1
1410,rockledge,fl,1
1411,rotonda-west,fl,1
1412,ruskin,fl,4
1413,saint-augustine,fl,12
1414,saint-cloud,fl,4
1415,saint-james-city,fl,1
1416,saint-marks,fl,1
1417,saint-petersburg,fl,6
1418,salt-springs,fl,1
1419,san-antonio,fl,1
1420,san-mateo,fl,1
1421,sanderson,fl,1
1422,sanford,fl,3
1423,santa-rosa-beach,fl,1
1424,sarasota,fl,6
1425,satellite-beach,fl,1
1426,satsuma,fl,1
1427,sebastian,fl,3
1428,sebring,fl,9
1429,seffner,fl,2
1430,seminole,fl,1
1431,shalimar,fl,1
1432,silver-springs,fl,2
1433,sneads,fl,1
1434,sopchoppy,fl,1
1435,sorrento,fl,1
1436,south-bay,fl,1
1437,south-daytona,fl,1
1438,southport,fl,1
1439,spring-hill,fl,8
1440,starke,fl,2
1441,steinhatchee,fl,1
1442,stuart,fl,2
1443,summerfield,fl,2
1444,sun-city-center,fl,1
1445,sunrise,fl,2
1446,tallahassee,fl,19
1447,tampa,fl,19
1448,tarpon-springs,fl,2
1449,tavares,fl,5
1450,temple-terrace,fl,1
1451,tequesta,fl,1
1452,thonotosassa,fl,1
1453,titusville,fl,5
1454,trenton,fl,1
1455,umatilla,fl,3
1456,valrico,fl,1
1457,venice,fl,2
1458,vernon,fl,1
1459,vero-beach,fl,5
1460,vlg-of-palm-springs,fl,1
1461,wahneta,fl,1
1462,waldo,fl,1
1463,wauchula,fl,1
1464,webster,fl,1
1465,weeki-wachee,fl,2
1466,weirsdale,fl,1
1467,welaka,fl,1
1468,wellborn,fl,1
1469,west-palm-beach,fl,4
1470,wewahitchka,fl,2
1471,white-springs,fl,1
1472,wildwood,fl,2
1473,williston,fl,2
1474,wilton-manors,fl,1
1475,wimauma,fl,1
1476,winter-garden,fl,1
1477,winter-haven,fl,10
1478,winter-park,fl,1
1479,winter-springs,fl,1
1480,youngstown,fl,1
1481,yulee,fl,2
1482,zellwood,fl,1
1483,zephyrhills,fl,6
1484,zolfo-springs,fl,1
1485,abbeville,ga,1
1486,acworth,ga,5
1487,adairsville,ga,1
1488,adel,ga,2
1489,adrian,ga,1
1490,alamo,ga,1
1491,alapaha,ga,1
1492,albany,ga,17
1493,allentown,ga,1
1494,alma,ga,3
1495,alto,ga,1
1496,ambrose,ga,1
1497,americus,ga,3
1498,appling,ga,2
1499,arabi,ga,1
1500,aragon,ga,1
1501,arlington,ga,1
1502,armuchee,ga,1
1503,ashburn,ga,1
1504,athens,ga,8
1505,atlanta,ga,14
1506,attapulgus,ga,1
1507,auburn,ga,1
1508,augusta,ga,15
1509,austell,ga,3
1510,avalon,ga,0
1511,axson,ga,1
1512,baconton,ga,1
1513,bainbridge,ga,4
1514,baldwin,ga,2
1515,ball-ground,ga,1
1516,barnesville,ga,1
1517,barwick,ga,1
1518,baxley,ga,4
1519,berlin,ga,1
1520,bethlehem,ga,2
1521,bishop,ga,1
1522,black-creek,ga,1
1523,blackshear,ga,4
1524,blairsville,ga,6
1525,blakely,ga,1
1526,bloomingdale,ga,2
1527,blue-ridge,ga,3
1528,blythe,ga,1
1529,bogart,ga,2
1530,bonaire,ga,2
1531,boston,ga,1
1532,bowdon,ga,1
1533,bowman,ga,1
1534,box-springs,ga,1
1535,braselton,ga,1
1536,bremen,ga,4
1537,bristol,ga,1
1538,brooklet,ga,2
1539,brooks,ga,1
1540,broxton,ga,1
1541,brunswick,ga,10
1542,buchanan,ga,1
1543,buena-vista,ga,1
1544,buford,ga,2
1545,butler,ga,1
1546,byromville,ga,1
1547,byron,ga,5
1548,cairo,ga,5
1549,calhoun,ga,8
1550,camilla,ga,2
1551,canon,ga,2
1552,canton,ga,4
1553,carlton,ga,1
1554,carnesville,ga,1
1555,carrollton,ga,12
1556,cartersville,ga,9
1557,cataula,ga,1
1558,cave-spring,ga,1
1559,cecil,ga,1
1560,cedartown,ga,4
1561,centerville,ga,1
1562,chatsworth,ga,8
1563,chauncey,ga,1
1564,chester,ga,1
1565,chickamauga,ga,3
1566,chula,ga,1
1567,clarkesville,ga,3
1568,clarkston,ga,1
1569,claxton,ga,3
1570,clayton,ga,1
1571,clermont,ga,1
1572,cleveland,ga,5
1573,climax,ga,1
1574,clyattville,ga,1
1575,clyo,ga,1
1576,cobbtown,ga,1
1577,cochran,ga,1
1578,cohutta,ga,2
1579,colbert,ga,1
1580,college-park,ga,2
1581,collins,ga,1
1582,colquitt,ga,1
1583,columbus,ga,14
1584,comer,ga,1
1585,commerce,ga,2
1586,concord,ga,1
1587,conyers,ga,4
1588,coolidge,ga,1
1589,coosa,ga,1
1590,cordele,ga,4
1591,cornelia,ga,3
1592,covington,ga,10
1593,crandall,ga,1
1594,crawford,ga,1
1595,crawfordville,ga,1
1596,cumming,ga,5
1597,cusseta,ga,1
1598,cuthbert,ga,1
1599,dacula,ga,2
1600,dahlonega,ga,4
1601,dallas,ga,6
1602,dalton,ga,12
1603,damascus,ga,1
1604,danielsville,ga,1
1605,darien,ga,1
1606,davisboro,ga,1
1607,dawson,ga,2
1608,dawsonville,ga,5
1609,dearing,ga,1
1610,decatur,ga,4
1611,denton,ga,1
1612,dewy-rose,ga,2
1613,dexter,ga,1
1614,dillard,ga,1
1615,doerun,ga,1
1616,donalsonville,ga,2
1617,doraville,ga,1
1618,douglas,ga,8
1619,douglasville,ga,11
1620,dublin,ga,6
1621,dudley,ga,1
1622,duluth,ga,2
1623,east-dublin,ga,2
1624,east-point,ga,1
1625,eastman,ga,3
1626,eatonton,ga,4
1627,eden,ga,1
1628,edison,ga,1
1629,elberton,ga,2
1630,ellabell,ga,2
1631,ellaville,ga,1
1632,ellenwood,ga,2
1633,ellerslie,ga,1
1634,ellijay,ga,6
1635,emerson,ga,1
1636,enigma,ga,1
1637,eton,ga,1
1638,euharlee,ga,1
1639,evans,ga,1
1640,fairburn,ga,1
1641,fairmount,ga,1
1642,fargo,ga,1
1643,fayetteville,ga,3
1644,fitzgerald,ga,3
1645,fleming,ga,1
1646,flintstone,ga,1
1647,flovilla,ga,1
1648,flowery-branch,ga,2
1649,folkston,ga,2
1650,forest-park,ga,1
1651,forsyth,ga,1
1652,fort-gaines,ga,1
1653,fort-oglethorpe,ga,1
1654,fort-valley,ga,2
1655,fortson,ga,2
1656,franklin,ga,2
1657,gainesville,ga,10
1658,garden-city,ga,2
1659,garfield,ga,1
1660,gay,ga,1
1661,geneva,ga,1
1662,georgetown,ga,1
1663,gibson,ga,1
1664,gillsville,ga,1
1665,glennville,ga,4
1666,glenwood,ga,1
1667,good-hope,ga,1
1668,gordon,ga,2
1669,grantville,ga,1
1670,gray,ga,2
1671,greensboro,ga,3
1672,greenville,ga,1
1673,griffin,ga,9
1674,grovetown,ga,3
1675,guyton,ga,4
1676,haddock,ga,1
1677,hahira,ga,1
1678,hamilton,ga,1
1679,hampton,ga,5
1680,haralson,ga,1
1681,harlem,ga,3
1682,harrison,ga,1
1683,hartwell,ga,4
1684,hawkinsville,ga,3
1685,hazlehurst,ga,2
1686,helen,ga,1
1687,hephzibah,ga,6
1688,hiawassee,ga,2
1689,hiltonia,ga,1
1690,hinesville,ga,5
1691,hiram,ga,1
1692,hoboken,ga,1
1693,hogansville,ga,2
1694,homer,ga,2
1695,homerville,ga,2
1696,hortense,ga,2
1697,hoschton,ga,2
1698,hull,ga,2
1699,ideal,ga,1
1700,ila,ga,1
1701,iron-city,ga,1
1702,irwinton,ga,1
1703,jackson,ga,5
1704,jacksonville,ga,1
1705,jakin,ga,1
1706,jasper,ga,4
1707,jefferson,ga,4
1708,jeffersonville,ga,1
1709,jenkinsburg,ga,1
1710,jesup,ga,5
1711,jonesboro,ga,6
1712,juliette,ga,2
1713,kathleen,ga,2
1714,kennesaw,ga,2
1715,kingsland,ga,4
1716,kingston,ga,1
1717,kite,ga,1
1718,la-fayette,ga,2
1719,lafayette,ga,3
1720,lagrange,ga,11
1721,lake-city,ga,1
1722,lake-park,ga,2
1723,lakeland,ga,1
1724,lavonia,ga,3
1725,lawrenceville,ga,1
1726,leesburg,ga,3
1727,lenox,ga,1
1728,leslie,ga,1
1729,lilburn,ga,3
1730,lincolnton,ga,2
1731,lindale,ga,1
1732,lithia-springs,ga,2
1733,lithonia,ga,5
1734,lizella,ga,2
1735,locust-grove,ga,3
1736,loganville,ga,7
1737,lookout-mountain,ga,1
1738,louisville,ga,1
1739,ludowici,ga,2
1740,lula,ga,1
1741,lumber-city,ga,1
1742,lumpkin,ga,1
1743,luthersville,ga,1
1744,lyerly,ga,1
1745,lyons,ga,3
1746,mableton,ga,2
1747,macon,ga,16
1748,madison,ga,1
1749,manchester,ga,2
1750,marble-hill,ga,2
1751,marietta,ga,4
1752,marshallville,ga,1
1753,martin,ga,1
1754,martinez,ga,1
1755,mauk,ga,1
1756,maysville,ga,1
1757,mc-rae-helena,ga,1
1758,mcdonough,ga,8
1759,meigs,ga,1
1760,menlo,ga,1
1761,metter,ga,2
1762,midland,ga,1
1763,midville,ga,1
1764,midway,ga,1
1765,milan,ga,1
1766,milledgeville,ga,7
1767,millen,ga,1
1768,milner,ga,1
1769,mineral-bluff,ga,1
1770,molena,ga,1
1771,monroe,ga,5
1772,montezuma,ga,1
1773,monticello,ga,2
1774,morganton,ga,1
1775,morrow,ga,1
1776,morven,ga,1
1777,moultrie,ga,6
1778,mount-airy,ga,2
1779,mount-vernon,ga,1
1780,murrayville,ga,2
1781,nahunta,ga,1
1782,nashville,ga,2
1783,naylor,ga,1
1784,newborn,ga,1
1785,newington,ga,1
1786,newnan,ga,8
1787,newton,ga,1
1788,nicholls,ga,1
1789,nicholson,ga,1
1790,norcross,ga,3
1791,norman-park,ga,2
1792,oakwood,ga,1
1793,ochlocknee,ga,1
1794,ocilla,ga,3
1795,odum,ga,1
1796,oglethorpe,ga,1
1797,omega,ga,1
1798,orchard-hill,ga,1
1799,oxford,ga,1
1800,palmetto,ga,1
1801,patterson,ga,1
1802,pavo,ga,1
1803,pearson,ga,1
1804,pelham,ga,1
1805,pembroke,ga,1
1806,perry,ga,5
1807,pine-mountain,ga,1
1808,pine-mountain-valley,ga,1
1809,pineview,ga,1
1810,pitts,ga,1
1811,plains,ga,1
1812,plainville,ga,1
1813,pooler,ga,2
1814,port-wentworth,ga,2
1815,portal,ga,1
1816,powder-springs,ga,3
1817,preston,ga,1
1818,quitman,ga,2
1819,ranger,ga,1
1820,ray-city,ga,1
1821,rayle,ga,1
1822,reidsville,ga,2
1823,rentz,ga,1
1824,resaca,ga,2
1825,rex,ga,1
1826,reynolds,ga,1
1827,riceboro,ga,1
1828,richland,ga,1
1829,richmond-hill,ga,2
1830,rincon,ga,3
1831,ringgold,ga,3
1832,rising-fawn,ga,2
1833,riverdale,ga,3
1834,roberta,ga,1
1835,rochelle,ga,1
1836,rock-spring,ga,1
1837,rockmart,ga,2
1838,rocky-face,ga,1
1839,rome,ga,12
1840,roopville,ga,2
1841,rossville,ga,3
1842,royston,ga,3
1843,rutledge,ga,1
1844,rydal,ga,1
1845,saint-george,ga,1
1846,saint-marys,ga,5
1847,sandersville,ga,2
1848,sardis,ga,1
1849,savannah,ga,10
1850,scottdale,ga,1
1851,senoia,ga,1
1852,shady-dale,ga,1
1853,sharpsburg,ga,1
1854,shellman,ga,0
1855,shiloh,ga,1
1856,smithville,ga,1
1857,smyrna,ga,1
1858,snellville,ga,3
1859,social-circle,ga,1
1860,soperton,ga,1
1861,sparks,ga,1
1862,sparta,ga,2
1863,springfield,ga,1
1864,stapleton,ga,1
1865,statenville,ga,1
1866,statesboro,ga,8
1867,statham,ga,1
1868,stockbridge,ga,7
1869,stone-mountain,ga,4
1870,sugar-valley,ga,1
1871,summerville,ga,3
1872,sumner,ga,1
1873,surrency,ga,1
1874,swainsboro,ga,1
1875,sycamore,ga,1
1876,sylvania,ga,3
1877,sylvester,ga,3
1878,talbotton,ga,1
1879,talking-rock,ga,1
1880,tallapoosa,ga,2
1881,talmo,ga,1
1882,taylorsville,ga,2
1883,temple,ga,2
1884,tennga,ga,1
1885,tennille,ga,1
1886,thomaston,ga,5
1887,thomasville,ga,7
1888,thomson,ga,2
1889,tifton,ga,9
1890,tiger,ga,1
1891,tignall,ga,1
1892,toccoa,ga,3
1893,toomsboro,ga,1
1894,townsend,ga,2
1895,trenton,ga,4
1896,trion,ga,2
1897,tucker,ga,2
1898,tunnel-hill,ga,3
1899,twin-city,ga,1
1900,ty-ty,ga,1
1901,tyrone,ga,1
1902,unadilla,ga,1
1903,union-city,ga,1
1904,union-point,ga,1
1905,uvalda,ga,1
1906,valdosta,ga,14
1907,vidalia,ga,3
1908,vienna,ga,1
1909,villa-rica,ga,6
1910,wadley,ga,1
1911,waleska,ga,1
1912,walthourville,ga,1
1913,warm-springs,ga,1
1914,warner-robins,ga,7
1915,warrenton,ga,1
1916,warwick,ga,1
1917,washington,ga,2
1918,waverly,ga,1
1919,waverly-hall,ga,1
1920,waycross,ga,7
1921,waynesboro,ga,2
1922,waynesville,ga,1
1923,west-green,ga,1
1924,west-point,ga,2
1925,whigham,ga,1
1926,white,ga,2
1927,whitesburg,ga,1
1928,wildwood,ga,1
1929,willacoochee,ga,1
1930,williamson,ga,2
1931,winder,ga,5
1932,winston,ga,1
1933,winterville,ga,1
1934,woodbine,ga,1
1935,woodbury,ga,1
1936,woodstock,ga,2
1937,wrens,ga,2
1938,wrightsville,ga,1
1939,yatesville,ga,1
1940,young-harris,ga,2
1941,zebulon,ga,2
1942,athol,id,1
1943,bonners-ferry,id,1
1944,council,id,1
1945,payette,id,1
1946,priest-river,id,1
1947,sagle,id,1
1948,weiser,id,1
1949,abingdon,il,2
1950,albion,il,1
1951,aledo,il,1
1952,alexis,il,1
1953,alorton,il,1
1954,altamont,il,1
1955,alton,il,4
1956,amboy,il,1
1957,andalusia,il,1
1958,anna,il,1
1959,antioch,il,1
1960,arcola,il,1
1961,aroma-park,il,1
1962,arthur,il,1
1963,ashland,il,1
1964,ashley,il,1
1965,assumption,il,1
1966,astoria,il,1
1967,athens,il,1
1968,atlanta,il,1
1969,atwood,il,1
1970,auburn,il,1
1971,aurora,il,5
1972,ava,il,1
1973,aviston,il,1
1974,avon,il,1
1975,barry,il,1
1976,bartonville,il,1
1977,beach-park,il,1
1978,beardstown,il,1
1979,beecher,il,1
1980,belleville,il,6
1981,bellevue,il,2
1982,bellwood,il,1
1983,belvidere,il,1
1984,benld,il,1
1985,benton,il,4
1986,berkeley,il,1
1987,berwyn,il,2
1988,bethalto,il,1
1989,bethany,il,1
1990,bismarck,il,1
1991,bloomington,il,5
1992,blue-mound,il,1
1993,bluford,il,1
1994,bonnie,il,1
1995,bourbonnais,il,1
1996,braceville,il,0
1997,bradley,il,2
1998,braidwood,il,1
1999,breese,il,1
2000,bridgeport,il,1
2001,brighton,il,1
2002,brimfield,il,1
2003,brookport,il,0
2004,brownstown,il,1
2005,buffalo,il,1
2006,bunker-hill,il,1
2007,burbank,il,2
2008,bushnell,il,1
2009,byron,il,1
2010,cahokia,il,2
2011,cairo,il,2
2012,calumet-city,il,1
2013,cambridge,il,1
2014,camp-point,il,1
2015,canton,il,1
2016,capron,il,1
2017,carbondale,il,3
2018,carlinville,il,1
2019,carlyle,il,1
2020,carmi,il,1
2021,carol-stream,il,1
2022,carpentersville,il,1
2023,carrier-mills,il,1
2024,carrollton,il,1
2025,carterville,il,2
2026,carthage,il,1
2027,cary,il,1
2028,casey,il,1
2029,caseyville,il,2
2030,catlin,il,1
2031,central-city,il,1
2032,centralia,il,3
2033,cerro-gordo,il,1
2034,champaign,il,3
2035,channahon,il,2
2036,charleston,il,1
2037,chatham,il,1
2038,chatsworth,il,1
2039,chebanse,il,1
2040,chenoa,il,1
2041,chester,il,1
2042,chicago,il,23
2043,chicago-heights,il,1
2044,chillicothe,il,1
2045,chrisman,il,1
2046,christopher,il,1
2047,cicero,il,1
2048,cisne,il,1
2049,clay-city,il,1
2050,clifton,il,1
2051,clinton,il,1
2052,coal-valley,il,1
2053,cobden,il,1
2054,coffeen,il,1
2055,colchester,il,1
2056,colfax,il,1
2057,collinsville,il,2
2058,colona,il,1
2059,columbia,il,1
2060,cortland,il,1
2061,coulterville,il,1
2062,country-club-hills,il,1
2063,cowden,il,1
2064,creal-springs,il,1
2065,crest-hill,il,1
2066,crete,il,1
2067,creve-coeur,il,1
2068,cuba,il,1
2069,dahlgren,il,1
2070,dallas-city,il,1
2071,danville,il,5
2072,davis-junction,il,1
2073,de-soto,il,1
2074,decatur,il,10
2075,dekalb,il,1
2076,delavan,il,1
2077,depue,il,1
2078,diamond,il,1
2079,dieterich,il,1
2080,dix,il,1
2081,dixon,il,2
2082,dongola,il,1
2083,donnellson,il,1
2084,downers-grove,il,1
2085,du-quoin,il,1
2086,dunlap,il,1
2087,dupo,il,1
2088,durand,il,1
2089,earlville,il,1
2090,east-alton,il,2
2091,east-moline,il,1
2092,east-peoria,il,4
2093,edgewood,il,1
2094,effingham,il,4
2095,el-paso,il,1
2096,eldorado,il,1
2097,elgin,il,1
2098,elizabeth,il,1
2099,elk-grove-village,il,1
2100,elkville,il,1
2101,elmwood,il,1
2102,elwood,il,1
2103,erie,il,1
2104,essex,il,1
2105,eureka,il,1
2106,evansville,il,1
2107,fairbury,il,1
2108,fairfield,il,1
2109,fairview-heights,il,2
2110,farina,il,1
2111,farmer-city,il,1
2112,farmington,il,1
2113,findlay,il,1
2114,fisher,il,1
2115,flanagan,il,1
2116,flora,il,1
2117,forreston,il,1
2118,fox-lake,il,1
2119,freeburg,il,1
2120,freeport,il,2
2121,fulton,il,1
2122,galatia,il,1
2123,galesburg,il,2
2124,galva,il,1
2125,gardner,il,1
2126,geneseo,il,1
2127,genoa,il,1
2128,georgetown,il,1
2129,germantown,il,1
2130,germantown-hills,il,1
2131,gibson-city,il,1
2132,gifford,il,0
2133,gillespie,il,2
2134,gilman,il,1
2135,girard,il,1
2136,glasford,il,1
2137,glen-carbon,il,1
2138,godfrey,il,2
2139,golconda,il,1
2140,goodfield,il,1
2141,goreville,il,1
2142,granite-city,il,1
2143,grant-park,il,1
2144,granville,il,1
2145,grayslake,il,1
2146,grayville,il,1
2147,greenup,il,1
2148,greenview,il,1
2149,greenville,il,1
2150,gridley,il,1
2151,griggsville,il,1
2152,hamel,il,1
2153,hamilton,il,1
2154,hampton,il,1
2155,hanna-city,il,1
2156,hanover-park,il,1
2157,hardin,il,1
2158,harrisburg,il,4
2159,harvard,il,1
2160,harvey,il,2
2161,havana,il,2
2162,hebron,il,1
2163,hecker,il,1
2164,henry,il,1
2165,herrin,il,2
2166,herscher,il,1
2167,heyworth,il,1
2168,hickory-hills,il,1
2169,highland,il,2
2170,hillsboro,il,2
2171,hinckley,il,1
2172,homer,il,1
2173,hoopeston,il,2
2174,hopedale,il,1
2175,hudson,il,1
2176,hutsonville,il,1
2177,illiopolis,il,1
2178,ina,il,1
2179,irvington,il,1
2180,island-lake,il,1
2181,iuka,il,1
2182,jacksonville,il,3
2183,jerseyville,il,2
2184,johnston-city,il,1
2185,joliet,il,4
2186,jonesboro,il,1
2187,kankakee,il,4
2188,kansas,il,1
2189,karnak,il,1
2190,kewanee,il,1
2191,keyesport,il,1
2192,kilbourne,il,1
2193,kincaid,il,1
2194,kinmundy,il,0
2195,kirkland,il,1
2196,knoxville,il,1
2197,la-harpe,il,1
2198,la-salle,il,2
2199,lacon,il,1
2200,lanark,il,1
2201,lansing,il,1
2202,lawrenceville,il,1
2203,le-roy,il,1
2204,lebanon,il,1
2205,lena,il,1
2206,lewistown,il,1
2207,lexington,il,1
2208,lincoln,il,2
2209,litchfield,il,1
2210,livingston,il,1
2211,lockport,il,1
2212,lombard,il,1
2213,louisville,il,1
2214,loves-park,il,2
2215,lovington,il,1
2216,lynwood,il,1
2217,mackinaw,il,1
2218,macomb,il,1
2219,macon,il,1
2220,madison,il,1
2221,mahomet,il,1
2222,manhattan,il,1
2223,manito,il,1
2224,manteno,il,1
2225,marengo,il,1
2226,marion,il,3
2227,marissa,il,1
2228,maroa,il,1
2229,marquette-heights,il,1
2230,marseilles,il,1
2231,marshall,il,1
2232,martinsville,il,1
2233,maryville,il,1
2234,mascoutah,il,1
2235,mason-city,il,1
2236,mattoon,il,4
2237,mazon,il,1
2238,mchenry,il,1
2239,mcleansboro,il,1
2240,medora,il,1
2241,mendon,il,1
2242,mendota,il,2
2243,meredosia,il,1
2244,metamora,il,1
2245,metropolis,il,2
2246,midlothian,il,1
2247,milan,il,2
2248,milford,il,2
2249,milledgeville,il,1
2250,millstadt,il,1
2251,minier,il,1
2252,minonk,il,1
2253,minooka,il,1
2254,moline,il,3
2255,momence,il,1
2256,monee,il,1
2257,monmouth,il,4
2258,montgomery,il,2
2259,monticello,il,1
2260,morris,il,1
2261,morrison,il,1
2262,morrisonville,il,1
2263,morton,il,1
2264,mounds,il,1
2265,mount-carmel,il,2
2266,mount-carroll,il,1
2267,mount-morris,il,1
2268,mount-olive,il,1
2269,mount-pulaski,il,1
2270,mount-sterling,il,1
2271,mount-vernon,il,5
2272,mount-zion,il,2
2273,moweaqua,il,1
2274,mulberry-grove,il,1
2275,mundelein,il,1
2276,murphysboro,il,1
2277,nashville,il,1
2278,nauvoo,il,1
2279,neoga,il,1
2280,new-athens,il,1
2281,new-baden,il,1
2282,new-berlin,il,1
2283,new-milford,il,1
2284,newark,il,1
2285,newman,il,1
2286,newton,il,1
2287,noble,il,1
2288,nokomis,il,2
2289,normal,il,2
2290,norridge,il,1
2291,norris-city,il,1
2292,north-chicago,il,1
2293,oak-grove,il,1
2294,oakwood,il,1
2295,oblong,il,1
2296,ofallon,il,1
2297,oglesby,il,1
2298,okawville,il,1
2299,olive-branch,il,1
2300,olney,il,2
2301,oneida,il,1
2302,oquawka,il,1
2303,orangeville,il,1
2304,oreana,il,1
2305,oregon,il,1
2306,ottawa,il,1
2307,palestine,il,1
2308,palmyra,il,1
2309,pana,il,2
2310,paris,il,1
2311,park-forest,il,1
2312,patoka,il,1
2313,pawnee,il,1
2314,paxton,il,1
2315,payson,il,1
2316,pearl-city,il,1
2317,pecatonica,il,1
2318,pekin,il,2
2319,peoria,il,4
2320,peotone,il,1
2321,percy,il,1
2322,peru,il,1
2323,petersburg,il,1
2324,philo,il,1
2325,pinckneyville,il,1
2326,pittsburg,il,1
2327,pittsfield,il,1
2328,pleasant-plains,il,1
2329,pocahontas,il,1
2330,polo,il,1
2331,pontiac,il,1
2332,pontoon-beach,il,1
2333,poplar-grove,il,1
2334,port-byron,il,1
2335,potomac,il,1
2336,princeton,il,1
2337,princeville,il,1
2338,prophetstown,il,1
2339,quincy,il,4
2340,ramsey,il,1
2341,rankin,il,1
2342,rantoul,il,1
2343,raymond,il,1
2344,red-bud,il,2
2345,richmond,il,1
2346,richton-park,il,1
2347,ridge-farm,il,1
2348,riverton,il,1
2349,roanoke,il,1
2350,robinson,il,1
